accident_index,accident_severity,num_accident_in_ons,num_accident_in_same_road_type,num_accident_in_same_road,num_accident_in_same_second_road,num_casualties,num_vehicle_involved,weather_conditions,light_conditions,road_surface_conditions,carriageway_hazards,special_conditions_at_site,is_night,num_cars,num_heavy_vehicles,num_motorcycles,num_pedal_cycles,num_pedestrians,is_child_involved,is_old_involved
"""201804ED18191""",3,37,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019040869278""",3,24,171,21,11,3,2,1,4,2,0,0,1,2,0,0,0,0,0,0
"""2021221095560""",3,16,1285,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201906P358729""",3,31,7489,24,7083,1,5,1,1,1,0,0,0,5,0,0,0,0,0,0
"""2021471099449""",3,65,7489,41,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010050638""",3,84,7489,567,7083,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
"""201704WA17289""",3,40,764,3,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017440052494""",3,34,7489,3055,7083,1,1,1,1,2,0,5,0,1,0,0,0,0,0,0
"""2019010184576""",3,132,247,567,583,1,1,1,4,1,0,4,1,1,0,0,0,1,0,0
"""2019210930016""",3,17,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010161651""",3,54,7489,567,3,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2017450158613""",3,13,7489,3055,15,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017200156921""",3,47,7489,3055,7083,1,1,4,1,1,0,0,0,1,0,0,0,1,1,0
"""2019440230293""",3,12,764,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201601PY20116""",3,70,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201704ED17170""",3,37,7489,1,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017410181181""",3,18,7489,3,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016100100003""",3,19,7489,3,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010088677""",3,24,7489,7,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2016440391991""",3,43,7489,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""201601YR90368""",3,82,764,5,13,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020010233118""",3,84,7489,3,1,1,1,9,4,9,0,0,0,1,0,0,0,1,0,0
"""2017010015824""",3,109,1285,7,1,1,1,9,4,1,0,0,0,1,0,0,0,1,0,0
"""2019200883503""",3,40,764,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019950879790""",3,74,7489,7,7083,1,2,1,1,1,0,4,0,1,0,0,1,0,0,0
"""2020460979710""",3,14,1285,3055,4,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2016051603716""",3,92,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""201604EF16340""",3,29,7489,5,2,1,2,5,4,2,0,0,0,2,0,0,0,0,0,0
"""20164100E0038""",3,8,7489,3055,7083,1,3,1,1,2,0,0,0,3,0,0,0,0,0,0
"""2021361022644""",3,15,7489,7,7083,1,2,9,1,-1,0,0,0,2,0,0,0,0,0,1
"""2017480248510""",3,21,7489,14,583,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016460101390""",3,12,7489,10,7083,2,3,1,1,1,0,0,0,2,0,1,0,0,0,0
"""202131C107021""",3,70,7489,6,7083,2,2,1,4,1,0,0,1,1,0,0,0,0,1,0
"""2020010260045""",3,64,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016140057944""",3,47,764,18,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2020351004628""",3,30,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2017440339082""",3,9,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2018010108521""",3,82,7489,54,7083,2,2,1,1,1,0,4,0,2,0,0,0,0,0,0
"""2018210292316""",3,30,7489,3,7083,2,1,1,4,4,0,0,0,1,0,0,0,0,0,0
"""2021221018919""",3,14,764,1,1,2,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2021010300027""",3,63,7489,5,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017010054044""",3,92,7489,3,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017077054915""",3,49,7489,2,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2020010268554""",3,63,764,26,5,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018010101001""",3,92,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010039865""",3,32,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018450280807""",3,36,1285,15,17,1,1,2,6,2,0,0,1,0,0,1,0,0,0,0
"""2017200180236""",3,45,764,4,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021070251342""",3,11,764,6,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2021010345521""",3,82,1285,47,583,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""201601MM70580""",3,91,7489,14,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016220100068""",3,34,764,54,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019010188802""",3,29,7489,3,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2019010188744""",3,49,1285,52,18,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017440152999""",3,24,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021010321026""",3,70,1285,56,583,2,1,8,1,1,0,0,0,1,0,0,0,0,0,0
"""2017440300480""",3,24,7489,43,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010033366""",3,56,7489,47,7083,1,2,1,1,1,0,1,0,0,1,1,0,0,0,0
"""201601WW50064""",3,90,7489,3055,7083,1,1,5,4,2,0,0,0,0,0,1,0,0,0,0
"""2021010317316""",3,35,7489,567,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019010156851""",3,82,1285,3,13,1,1,1,4,1,2,0,1,1,0,0,0,0,0,0
"""2018010091681""",3,80,764,6,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016051601284""",3,92,1285,13,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017410224975""",3,9,1285,14,13,5,3,2,1,2,0,0,0,3,0,0,0,0,0,1
"""2019210841871""",3,8,7489,3055,7083,4,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2017010040989""",3,132,7489,1,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010110467""",3,66,1285,3055,7083,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"""2016950000668""",3,74,1285,4,7083,1,1,2,6,5,2,5,0,1,0,0,0,0,0,0
"""2019440238830""",3,15,7489,1,7083,1,3,1,1,1,0,0,0,2,1,0,0,0,0,0
"""2017543958517""",3,28,1285,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019460914272""",3,17,171,41,1,2,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2020010230293""",3,35,7489,6,3,5,3,5,1,2,0,0,0,2,1,0,0,0,0,0
"""201891NN01319""",3,33,764,17,3,1,1,3,1,3,0,0,0,0,1,0,0,0,0,0
"""2020110992985""",3,83,7489,8,7083,1,2,1,7,2,0,0,0,1,0,1,0,0,0,0
"""2020100979166""",3,36,7489,3055,7,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010253382""",3,57,1285,5,583,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2017440058729""",3,27,7489,6,7083,1,2,1,1,2,0,0,0,1,0,1,0,0,0,0
"""2016406CA0374""",3,39,7489,3055,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2019040877615""",3,33,7489,1,7083,1,1,1,1,1,6,0,0,1,0,0,0,1,0,1
"""2019010183421""",3,42,7489,3055,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"""2021010306594""",3,54,7489,567,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2019010212615""",3,80,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016350060638""",3,13,7489,8,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017200168455""",3,31,7489,28,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016010002512""",3,132,7489,1,7083,1,1,2,4,2,0,0,1,1,0,0,0,1,0,0
"""2016331600606""",3,44,7489,22,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019200899709""",3,45,7489,3055,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2016544577316""",3,75,7489,1,4,3,2,1,1,2,0,0,0,1,0,0,0,0,0,0
"""2017521702714""",3,18,97,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2019541870519""",3,28,7489,17,7083,4,3,1,1,1,0,0,0,3,0,0,0,0,1,0
"""2020010285729""",3,64,7489,5,7083,1,2,1,1,2,9,0,0,2,0,0,0,0,0,0
"""2020122000499""",3,33,7489,3055,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017410175913""",3,18,7489,2,7083,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0
"""201601ZT80109""",3,42,7489,4,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020200931893""",3,166,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019010184731""",3,91,7489,20,8,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017320125548""",3,19,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019450831421""",3,36,1285,6,17,1,2,1,1,1,0,4,0,2,0,0,0,0,0,0
"""2017471702455""",3,22,97,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020220984052""",3,21,7489,11,1,1,2,2,6,2,0,0,1,2,0,0,0,0,0,0
"""2016941600790""",3,40,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020990983783""",3,78,7489,1,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021041042348""",3,29,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0
"""2017010052244""",3,84,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019200892412""",3,40,7489,3055,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010131072""",3,50,7489,7,1,1,1,1,4,1,0,1,1,0,0,1,0,1,0,0
"""2017921700561""",3,19,764,2,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016230126666""",3,18,764,13,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021170M11751""",3,20,1285,4,5,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2017051701052""",3,36,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201804WD18224""",3,14,7489,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2021010307538""",3,132,247,4,583,1,2,8,1,1,0,0,0,1,0,1,0,0,0,0
"""2019010187289""",3,70,7489,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019470864840""",3,21,7489,4,16,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""202031A073520""",3,13,7489,2,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017010027647""",3,109,7489,20,17,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017430334737""",3,28,7489,3055,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,1,1
"""2019610031919""",3,18,764,1,7083,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010350295""",3,95,7489,25,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2018010094734""",3,57,7489,41,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""201643R011036""",3,24,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020010248475""",3,80,7489,567,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021540658221""",3,75,7489,1,7083,1,1,1,6,4,1,0,0,1,0,0,0,0,0,0
"""2020430050416""",3,17,764,1,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010176518""",3,63,7489,21,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017500154080""",3,19,7489,1,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016460109120""",3,26,97,1,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020461007583""",3,29,7489,3055,7083,1,1,1,7,1,0,0,0,1,0,0,0,1,0,1
"""2016010002667""",3,56,7489,567,7083,2,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2019430345640""",3,22,7489,4,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017440416998""",3,41,7489,2,7083,1,2,1,7,1,0,0,1,1,0,0,1,0,0,0
"""2017430325760""",3,28,7489,11,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010184333""",3,84,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010078248""",3,64,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016450113949""",3,22,764,15,7,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0
"""2018210322884""",3,5,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019420905687""",3,8,7489,3055,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""202031A109320""",3,20,7489,6,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""20171348B0442""",3,147,1285,6,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201763D064617""",3,25,7489,14,4,1,1,1,4,1,0,4,1,1,0,0,0,1,0,0
"""2020990988129""",3,78,1285,10,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016420082605""",3,29,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017542939417""",3,28,7489,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016440465313""",3,34,7489,3055,7083,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0
"""20171344S0656""",3,147,7489,41,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""201997NA01002""",3,41,7489,3055,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2020137950850""",3,147,7489,3055,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016471607222""",3,65,7489,6,7083,5,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010057125""",3,95,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016621600275""",3,22,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010015458""",3,84,7489,52,7,1,1,2,4,2,1,0,1,0,1,0,0,1,0,0
"""2021010300453""",3,80,7489,21,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019160862057""",3,65,7489,4,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017370253827""",3,10,7489,3055,7083,1,3,8,1,4,0,0,0,3,0,0,0,0,0,0
"""2016520604210""",3,23,764,54,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016200067578""",3,40,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""201806P240192""",3,31,7489,9,7083,1,1,9,1,1,0,0,0,1,0,0,0,1,0,0
"""2017010061067""",3,51,7489,3055,7083,1,3,1,1,1,2,0,0,3,0,0,0,0,0,0
"""2018450315736""",3,13,7489,3055,7083,1,2,1,1,1,0,4,0,1,0,1,0,0,0,0
"""2019010210182""",3,91,764,2,3,1,2,2,4,2,0,0,0,1,0,1,0,0,0,0
"""2019070519808""",3,49,7489,2,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010076205""",3,54,764,15,18,3,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2016170M11356""",3,20,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2019410923007""",3,21,7489,3055,7083,1,2,2,6,2,0,0,0,2,0,0,0,0,0,0
"""2017210196523""",3,8,764,1,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018220345042""",3,54,7489,1,1,3,4,1,1,1,0,0,0,3,1,0,0,0,0,0
"""20171349C1066""",3,147,7489,3055,7083,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0
"""2019470899394""",3,65,7489,3055,7083,1,2,5,1,2,0,0,0,2,0,0,0,0,0,0
"""2017010020083""",3,57,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016200047851""",3,166,764,3055,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""202060Y138929""",3,20,764,11,5,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2021010313748""",3,57,171,3055,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010056338""",3,70,97,9,5,1,1,9,4,9,9,9,1,1,0,0,0,1,0,0
"""2019040901660""",3,19,764,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018200350311""",3,166,1285,54,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,1,0
"""2021111076339""",3,83,7489,3055,1,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""202006A168643""",3,102,7489,1,7083,2,1,5,4,2,0,0,0,1,0,0,0,2,0,0
"""2017030230633""",3,12,7489,1,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2017051701610""",3,92,7489,6,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010266847""",3,54,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2020201009274""",3,166,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2016140112482""",3,38,7489,41,2,1,2,9,4,1,0,0,0,2,0,0,0,0,0,0
"""2019010225672""",3,64,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010310882""",3,50,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2017551701158""",3,17,7489,9,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019230843895""",3,24,764,12,2,1,2,1,4,1,0,0,1,2,0,0,0,0,0,1
"""2018430131459""",3,21,7489,11,583,2,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016320106157""",3,33,7489,3,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2019010212949""",3,49,7489,2,7083,3,3,1,1,1,0,0,0,3,0,0,0,2,0,1
"""2021070023801""",3,64,7489,3,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0
"""2018100262162""",3,36,764,2,7083,4,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2019010201758""",3,80,7489,47,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020010268384""",3,82,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010154309""",3,32,764,6,5,1,2,1,4,1,0,9,1,2,0,0,0,0,0,0
"""2016350000916""",3,16,7489,3055,7083,3,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2017370239623""",3,24,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021501100709""",3,14,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,1
"""2019471901262""",3,10,7489,55,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017110191420""",3,83,7489,2,7083,4,2,2,1,2,0,0,0,2,0,0,0,0,0,1
"""201797ND01208""",3,41,7489,2,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017480186137""",3,21,7489,14,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019471901673""",3,27,7489,3055,16,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"""2016360070830""",3,22,7489,3,4,2,2,1,1,1,0,0,1,2,0,0,0,0,0,0
"""2016051603054""",3,30,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2017331700488""",3,44,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021131053164""",3,147,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017480173952""",3,21,7489,567,583,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017471702421""",3,65,7489,4,6,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2018450270887""",3,22,7489,3,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018440034512""",3,34,1285,7,7083,1,2,1,6,1,0,0,0,2,0,0,0,0,0,0
"""2021440358858""",3,17,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017010052973""",3,77,7489,35,1,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2018010097547""",3,95,247,7,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2019010201369""",3,44,1285,23,5,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021501132708""",3,23,7489,12,7083,1,2,2,4,2,0,0,0,1,0,1,0,0,0,0
"""2016200133440""",3,166,1285,10,3,1,2,2,4,1,0,0,0,2,0,0,0,0,0,0
"""2019521906769""",3,60,7489,19,7083,2,3,1,1,1,0,0,0,2,1,0,0,0,0,0
"""201797KC00508""",3,7,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017370218314""",3,24,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020052000964""",3,12,1285,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010207590""",3,109,7489,43,7083,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0
"""2019010196077""",3,132,7489,1,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018450262698""",3,14,7489,3055,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2019100824502""",3,32,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""20181358T1142""",3,147,764,11,3,2,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2017220166479""",3,34,7489,5,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016500084149""",3,19,764,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018200339553""",3,166,1285,54,5,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2017301700939""",3,19,247,3055,7083,1,1,9,1,1,0,0,0,1,0,0,0,1,0,0
"""2018010129941""",3,44,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020470999996""",3,29,1285,6,16,1,2,2,7,2,0,0,0,2,0,0,0,0,0,0
"""2020460966760""",3,26,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010043934""",3,51,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201697BA00805""",3,78,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010337728""",3,64,7489,567,583,1,2,1,4,1,2,0,0,1,1,0,0,0,0,0
"""2021211027661""",3,30,764,3055,7083,1,2,8,1,-1,-1,-1,0,2,0,0,0,0,0,0
"""2019010184042""",3,64,7489,5,5,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201960X061758""",3,19,7489,2,7083,1,2,1,4,2,0,0,1,2,0,0,0,0,0,0
"""2020520100796""",3,23,1285,54,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010015916""",3,63,7489,567,1,2,1,1,1,2,6,0,0,0,0,1,0,1,0,0
"""201697LA05610""",3,9,1285,2,7083,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""2021421114991""",3,29,7489,7,7083,1,2,2,4,2,0,0,0,1,0,1,0,0,0,0
"""2021451083917""",3,36,1285,4,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201706M036137""",3,30,1285,21,7083,2,4,9,1,1,0,0,0,4,0,0,0,0,0,0
"""2017010067749""",3,50,7489,4,7083,1,2,9,1,1,0,9,0,1,0,1,0,0,0,0
"""2019140847388""",3,113,1285,41,1,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2016471604573""",3,21,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020450938573""",3,26,171,14,8,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2020332000462""",3,19,7489,567,583,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020200999986""",3,40,247,15,1,1,3,9,1,1,0,0,0,3,0,0,0,0,0,0
"""2018200807872""",3,166,1285,6,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2016200038787""",3,40,7489,56,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2016950003789""",3,74,7489,567,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019140825013""",3,113,7489,1,1,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2018010153687""",3,84,247,8,3,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2019051910806""",3,30,764,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201831C187618""",3,70,7489,8,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018930000165""",3,20,7489,5,7083,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2017541995617""",3,28,7489,3055,7083,1,2,2,4,2,0,0,1,1,0,1,0,0,0,0
"""2016471601901""",3,42,7489,2,7083,5,2,1,7,1,0,0,1,2,0,0,0,0,0,1
"""2021041094205""",3,37,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201804SA18075""",3,24,1285,63,8,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017471703759""",3,29,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018430220874""",3,10,1285,18,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016460141717""",3,21,7489,3055,7083,1,2,2,1,2,0,0,0,1,1,0,0,0,0,0
"""2016440152991""",3,43,7489,3055,7083,2,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2020160930068""",3,65,7489,4,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2017010058061""",3,63,764,4,7083,1,2,1,4,1,0,0,1,1,1,0,0,0,0,0
"""2018051801972""",3,30,7489,3055,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2017010069388""",3,29,7489,567,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2017460215351""",3,17,7489,3055,7083,1,2,1,7,1,0,0,0,2,0,0,0,0,0,0
